object_word,verb,gender,tier,dep_type,is_dialogue,example
he,like,male,pronoun,dobj,True,"Will you be very angry with me, my dear Lizzy, if I take this opportunity of saying (what I was never bold enough to say before) how much I like him?"
he,teach,male,pronoun,dobj,True,"His understanding and opinions all please me; he wants nothing but a little more liveliness, and _that_, if he marry _prudently_, his wife may teach h"
elizabeth,throw,female,name,dobj,False,"The contents of this letter threw Elizabeth into a flutter of spirits, in which it was difficult to determine whether pleasure or pain bore the greate"
man,bribe,male,role_noun,dobj,False,"He had followed them purposely to town, he had taken on himself all the trouble and mortification attendant on such a research; in which supplication "
he,refuse,male,pronoun,dobj,False,"But it was a hope shortly checked by other considerations; and she soon felt that even her vanity was insufficient, when required to depend on his aff"
herself,place,female,pronoun,dobj,False,"It was reasonable that he should feel he had been wrong; he had liberality, and he had the means of exercising it; and though she would not place hers"
she,please,female,pronoun,dobj,False,It was hardly enough; but it pleased her.
she,join,female,pronoun,dobj,False,"“I am afraid I interrupt your solitary ramble, my dear sister?” said he, as he joined her."
he,silence,male,pronoun,dobj,False,"Elizabeth hoped she had silenced him; but he soon afterwards said,-- “I was surprised to see Darcy in town last month."
darcy,see,male,name,dobj,True,"Elizabeth hoped she had silenced him; but he soon afterwards said,-- “I was surprised to see Darcy in town last month."
he,take,male,pronoun,dobj,True,“It must be something particular to take him there at this time of year.”
he,see,male,pronoun,dobj,True,Did you see him while you were at Lambton?
she,like,female,pronoun,dobj,True,“And do you like her?”
she,see,female,pronoun,dobj,True,"When I last saw her, she was not very promising."
she,like,female,pronoun,dobj,True,I am very glad you liked her.
he,provoke,male,pronoun,dobj,False,"They were now almost at the door of the house, for she had walked fast to get rid of him; and unwilling, for her sister’s sake, to provoke him, she on"
himself,distress,male,pronoun,dobj,False,"[Illustration] Mr. Wickham was so perfectly satisfied with this conversation, that he never again distressed himself, or provoked his dear sister Eliz"
sister,provoke,female,role_noun,dobj,False,"[Illustration] Mr. Wickham was so perfectly satisfied with this conversation, that he never again distressed himself, or provoked his dear sister Eliz"
he,keep,male,pronoun,dobj,False,"[Illustration] Mr. Wickham was so perfectly satisfied with this conversation, that he never again distressed himself, or provoked his dear sister Eliz"
son,produce,male,role_noun,dobj,True,I defy even Sir William Lucas himself to produce a more valuable son-in-law.”
daughter,marry,female,role_noun,dobj,True,"“This is the consequence, you see, madam, of marrying a daughter,” said Elizabeth."
she,throw,female,pronoun,dobj,False,"But the spiritless condition which this event threw her into was shortly relieved, and her mind opened again to the agitation of hope, by an article o"
he,see,male,pronoun,dobj,True,"He is nothing to us, you know, and I am sure I never want to see him again."
he,see,male,pronoun,dobj,False,"Had she not seen him in Derbyshire, she might have supposed him capable of coming there with no other view than what was acknowledged; but she still t"
he,leave,male,pronoun,dobj,True,I _will_ leave him to himself.”
he,visit,male,pronoun,dobj,True,"You forced me into visiting him last year, and promised, if I went to see him, he should marry one of my daughters."
he,see,male,pronoun,dobj,True,"You forced me into visiting him last year, and promised, if I went to see him, he should marry one of my daughters."
he,ask,male,pronoun,dobj,True,"But, however, that shan’t prevent my asking him to dine here, I am determined."
bingley,see,male,name,dobj,False,"Consoled by this resolution, she was the better able to bear her husband’s incivility; though it was very mortifying to know that her neighbours might"
he,see,male,pronoun,dobj,True,“It would be nothing; I could see him with perfect indifference; but I can hardly bear to hear it thus perpetually talked of.
he,see,male,pronoun,dobj,False,She counted the days that must intervene before their invitation could be sent--hopeless of seeing him before.
mother,satisfy,female,role_noun,dobj,False,"Jane resolutely kept her place at the table; but Elizabeth, to satisfy her mother, went to the window--she looked--she saw Mr. Darcy with him, and sat"
darcy,see,male,name,dobj,False,"Jane resolutely kept her place at the table; but Elizabeth, to satisfy her mother, went to the window--she looked--she saw Mr. Darcy with him, and sat"
sister,attend,female,role_noun,dobj,False,"She knew but little of their meeting in Derbyshire, and therefore felt for the awkwardness which must attend her sister, in seeing him almost for the "
he,see,male,pronoun,dobj,False,"She knew but little of their meeting in Derbyshire, and therefore felt for the awkwardness which must attend her sister, in seeing him almost for the "
herself,regard,female,pronoun,dobj,False,"To Jane, he could be only a man whose proposals she had refused, and whose merits she had undervalued; but to her own more extensive information, he w"
she,seek,female,pronoun,dobj,False,"Her astonishment at his coming--at his coming to Netherfield, to Longbourn, and voluntarily seeking her again, was almost equal to what she had known "
he,see,male,pronoun,dobj,False,"He looked serious as usual; and, she thought, more as he had been used to look in Hertfordshire, than as she had seen him at Pemberley."
bingley,see,male,name,dobj,False,"Bingley she had likewise seen for an instant, and in that short period saw him looking both pleased and embarrassed."
bingley,ask,male,name,dobj,False,"It drew from her, however, the exertion of speaking, which nothing else had so effectually done before; and she asked Bingley whether he meant to make"
she,vex,female,pronoun,dobj,False,Mr. Darcy’s behaviour astonished and vexed her.
she,join,female,pronoun,dobj,False,"Her resolution was for a short time involuntarily kept by the approach of her sister, who joined her with a cheerful look which showed her better sati"
gentleman,see,male,role_noun,dobj,False,"They did not see the gentlemen again till Tuesday; and Mrs. Bennet, in the meanwhile, was giving way to all the happy schemes which the good-humour an"
he,invite,male,pronoun,dobj,False,"Her prudent mother, occupied by the same ideas, forbore to invite him to sit by herself."
himself,place,male,pronoun,dobj,False,He placed himself by her.
elizabeth,persuade,female,name,dobj,False,"His behaviour to her sister was such during dinnertime as showed an admiration of her, which, though more guarded than formerly, persuaded Elizabeth, "
he,owe,male,pronoun,dobj,False,"Her mother’s ungraciousness made the sense of what they owed him more painful to Elizabeth’s mind; and she would, at times, have given anything to be "
he,tell,male,pronoun,dobj,False,"Her mother’s ungraciousness made the sense of what they owed him more painful to Elizabeth’s mind; and she would, at times, have given anything to be "
he,give,male,pronoun,dobj,True,"“If he does not come to me, _then_,” said she, “I shall give him up for ever.”"
he,follow,male,pronoun,dobj,False,"She followed him with her eyes, envied everyone to whom he spoke, had scarcely patience enough to help anybody to coffee, and then was enraged against"
she,leave,female,pronoun,dobj,True,Have all her friends left her?”
gentleman,keep,male,role_noun,dobj,False,"Mrs. Bennet had designed to keep the two Netherfield gentlemen to supper; but their carriage was, unluckily, ordered before any of the others, and she"
she,ask,female,pronoun,dobj,True,"Mrs. Long said so too, for I asked her whether you did not."
she,have,female,pronoun,dobj,True,"Mrs. Bennet, we shall have her at Netherfield at last!’"
